"","Nyckeltal","Kommun.Landsting","År","Visat.Värde"
"1788","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Nordmaling",2008,"9.080258"
"1789","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Nordmaling",2009,"6.797235"
"1790","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Nordmaling",2010,"7.522624"
"1791","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Nordmaling",2011,"7.941834"
"1792","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Norrköping",2008,"10.746937"
"1793","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Norrköping",2009,"11.69128"
"1794","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Norrköping",2010,"11.357708"
"1795","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Norrköping",2011,"11.09264"
"1796","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Norrtälje",2008,"8.157525"
"1797","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Norrtälje",2009,"9.87526"
"1798","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Norrtälje",2010,"10.712906"
"1799","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Norrtälje",2011,"10.432532"
"1800","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Norsjö",2008,"6.472795"
"1801","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Norsjö",2009,"8.555658"
"1802","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Norsjö",2010,"19.776119"
"1803","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Norsjö",2011,"17.927171"
"1804","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Nybro",2008,"10.446408"
"1805","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Nybro",2009,"12.850011"
"1806","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Nybro",2010,"11.821086"
"1807","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Nybro",2011,"11.022129"
"1808","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Nykvarn",2008,"5.305755"
"1809","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Nykvarn",2009,"6.896552"
"1810","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Nykvarn",2010,"4.907063"
"1811","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Nykvarn",2011,"5.065926"
"1812","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Nyköping",2008,"8.35988"
"1813","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Nyköping",2009,"8.706354"
"1814","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Nyköping",2010,"13.771657"
"1815","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Nyköping",2011,"21.308638"
"1816","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Nynäshamn",2008,"6.432067"
"1817","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Nynäshamn",2009,"11.071126"
"1818","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Nynäshamn",2010,"8.642224"
"1819","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Nynäshamn",2011,"8.943245"
"1820","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Nässjö",2008,"7.19086"
"1821","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Nässjö",2009,"15.779937"
"1822","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Nässjö",2010,"12.400584"
"1823","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Nässjö",2011,"12.661871"
"1824","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Ockelbo",2008,"11.374046"
"1825","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Ockelbo",2009,"16.344725"
"1826","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Ockelbo",2010,"14.890511"
"1827","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Ockelbo",2011,"14.480287"
"1828","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Olofström",2008,"11.774516"
"1829","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Olofström",2009,"12.423756"
"1830","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Olofström",2010,"13.179981"
"1831","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Olofström",2011,"9.462366"
"1832","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Orsa",2008,"8.067664"
"1833","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Orsa",2009,"12.931576"
"1834","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Orsa",2010,"15.313653"
"1835","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Orsa",2011,"14.268585"
"1836","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Orust",2008,"11.981279"
"1837","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Orust",2009,"11.094933"
"1838","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Orust",2010,"10.857461"
"1839","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Orust",2011,"10.338396"
"1840","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Osby",2008,"6.774669"
"1841","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Osby",2009,"6.9293"
"1842","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Osby",2010,"7.103064"
"1843","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Osby",2011,"13.923623"
"1844","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Oskarshamn",2008,"13.297478"
"1845","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Oskarshamn",2009,"12.727273"
"1846","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Oskarshamn",2010,"12.357019"
"1847","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Oskarshamn",2011,"12.234938"
"1848","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Ovanåker",2008,"12.442573"
"1849","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Ovanåker",2009,"14.519732"
"1850","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Ovanåker",2010,"14.736842"
"1851","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Ovanåker",2011,"14.816124"
"1852","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Oxelösund",2008,"6.432974"
"1853","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Oxelösund",2009,"16.433441"
"1854","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Oxelösund",2010,"11.322715"
"1855","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Oxelösund",2011,"10.297559"
"1856","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Pajala",2008,"7.407407"
"1857","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Pajala",2009,"8.702449"
"1858","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Pajala",2010,"8.925791"
"1859","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Pajala",2011,"8.410256"
"1860","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Partille",2008,"9.875074"
"1861","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Partille",2009,"16"
"1862","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Partille",2010,"16.394928"
"1863","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Partille",2011,"11.064426"
"1864","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Perstorp",2008,"7.222636"
"1865","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Perstorp",2009,"10.45614"
"1866","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Perstorp",2010,"8.016304"
"1867","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Perstorp",2011,"12.626604"
"1868","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Piteå",2008,"8.572589"
"1869","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Piteå",2009,"10.98649"
"1870","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Piteå",2010,"10.762057"
"1871","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Piteå",2011,"10.220369"
"1872","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Ragunda",2008,"13.738441"
"1873","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Ragunda",2009,"17.774852"
"1874","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Ragunda",2010,"17.112998"
"1875","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Ragunda",2011,"15.639195"
"1876","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Robertsfors",2008,"9.72973"
"1877","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Robertsfors",2009,"14.931238"
"1878","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Robertsfors",2010,"14.120668"
"1879","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Robertsfors",2011,"13.924051"
"1880","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Ronneby",2008,"7.29097"
"1881","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Ronneby",2009,"10.769476"
"1882","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Ronneby",2010,"10.405616"
"1883","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Ronneby",2011,"7.794763"
"1884","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Rättvik",2008,"10.541413"
"1885","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Rättvik",2009,"12.36413"
"1886","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Rättvik",2010,"13.486513"
"1887","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Rättvik",2011,"12.303244"
"1888","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sala",2008,"5.83685"
"1889","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sala",2009,"6.204299"
"1890","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sala",2010,"12.631805"
"1891","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sala",2011,"12.439486"
"1892","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Salem",2008,"4.509415"
"1893","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Salem",2009,"7.766564"
"1894","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Salem",2010,"7.75"
"1895","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Salem",2011,"6.494024"
"1896","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sandviken",2008,"9.253139"
"1897","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sandviken",2009,"12.880503"
"1898","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sandviken",2010,"12.857492"
"1899","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sandviken",2011,"12.205287"
"1900","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sigtuna",2008,"7.843519"
"1901","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sigtuna",2009,"9.28798"
"1902","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sigtuna",2010,"7.121212"
"1903","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sigtuna",2011,"9.190158"
"1904","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Simrishamn",2008,"7.601881"
"1905","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Simrishamn",2009,"12.120082"
"1906","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Simrishamn",2010,"13.154534"
"1907","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Simrishamn",2011,"12.944523"
"1908","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sjöbo",2008,"7.102526"
"1909","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sjöbo",2009,"12.615643"
"1910","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sjöbo",2010,"12.27027"
"1911","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sjöbo",2011,"11.701571"
"1912","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Skara",2008,"11.857594"
"1913","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Skara",2009,"13.536755"
"1914","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Skara",2010,"14.926591"
"1915","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Skara",2011,"14.881743"
"1916","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Skellefteå",2008,"10.353311"
"1917","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Skellefteå",2009,"10.821617"
"1918","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Skellefteå",2010,"13.241801"
"1919","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Skellefteå",2011,"12.478336"
"1920","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Skinnskatteberg",2008,"7.783251"
"1921","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Skinnskatteberg",2009,"10.511883"
"1922","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Skinnskatteberg",2010,"8.045977"
"1923","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Skinnskatteberg",2011,"8.818493"
"1924","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Skurup",2008,"12.056152"
"1925","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Skurup",2009,"13.243243"
"1926","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Skurup",2010,"13.159824"
"1927","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Skurup",2011,"13.139993"
"1928","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Skövde",2008,"7.936143"
"1929","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Skövde",2009,"10.642548"
"1930","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Skövde",2010,"11.083315"
"1931","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Skövde",2011,"10.995542"
"1932","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Smedjebacken",2008,"6.08734"
"1933","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Smedjebacken",2009,"11.378738"
"1934","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Smedjebacken",2010,"10.70008"
"1935","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Smedjebacken",2011,"9.578988"
"1936","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sollefteå",2008,"13.043478"
"1937","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sollefteå",2009,"15.888031"
"1938","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sollefteå",2010,"16.181292"
"1939","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sollefteå",2011,"14.959133"
"1940","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sollentuna",2008,"9.704142"
"1941","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sollentuna",2009,"11.189571"
"1942","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sollentuna",2010,"11.824924"
"1943","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sollentuna",2011,"12.565445"
"1944","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Solna",2008,"11.541433"
"1945","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Solna",2009,"12.643464"
"1946","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Solna",2010,"15.378289"
"1947","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Solna",2011,"14.298449"
"1948","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sorsele",2008,"7.782101"
"1949","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sorsele",2009,"10.55409"
"1950","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sorsele",2010,"11.930295"
"1951","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sorsele",2011,"11.878453"
"1952","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sotenäs",2008,"9.594418"
"1953","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sotenäs",2009,"14.592999"
"1954","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sotenäs",2010,"14.96515"
"1955","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sotenäs",2011,"15.00998"
"1956","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Staffanstorp",2008,"5.180389"
"1957","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Staffanstorp",2009,"9.703724"
"1958","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Staffanstorp",2010,"10.590368"
"1959","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Staffanstorp",2011,"12.094763"
"1960","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Stenungsund",2008,"8.595271"
"1961","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Stenungsund",2009,"10.294488"
"1962","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Stenungsund",2010,"8.753887"
"1963","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Stenungsund",2011,"10.087922"
"1964","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Stockholm",2008,"11.658843"
"1965","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Stockholm",2009,"14.815859"
"1966","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Stockholm",2010,"14.896727"
"1967","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Stockholm",2011,"14.474189"
"1968","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Storfors",2008,"11.595745"
"1969","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Storfors",2009,"20.143149"
"1970","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Storfors",2010,"18.200202"
"1971","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Storfors",2011,"16.41791"
"1972","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Storuman",2008,"7.041384"
"1973","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Storuman",2009,"8.080194"
"1974","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Storuman",2010,"10.789632"
"1975","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Storuman",2011,"10.091185"
"1976","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Strängnäs",2008,"7.623318"
"1977","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Strängnäs",2009,"10.689311"
"1978","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Strängnäs",2010,"6.375573"
"1979","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Strängnäs",2011,"8.365135"
"1980","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Strömstad",2008,"8.066581"
"1981","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Strömstad",2009,"12.424365"
"1982","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Strömstad",2010,"4.281225"
"1983","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Strömstad",2011,"12.447176"
"1984","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Strömsund",2008,"11.195207"
"1985","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Strömsund",2009,"12.812401"
"1986","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Strömsund",2010,"11.583255"
"1987","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Strömsund",2011,"13.004345"
"1988","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sundbyberg",2008,"10.740819"
"1989","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sundbyberg",2009,"12.724372"
"1990","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sundbyberg",2010,"12.490181"
"1991","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sundbyberg",2011,"12.731791"
"1992","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sundsvall",2008,"9.243032"
"1993","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sundsvall",2009,"8.993935"
"1994","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sundsvall",2010,"8.693353"
"1995","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sundsvall",2011,"7.926829"
"1996","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sunne",2008,"8.855067"
"1997","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sunne",2009,"13.681337"
"1998","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sunne",2010,"13.391951"
"1999","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sunne",2011,"11.77059"
"2000","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Surahammar",2008,"5.733471"
"2001","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Surahammar",2009,"10.589363"
"2002","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Surahammar",2010,"7.928506"
"2003","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Surahammar",2011,"10.022272"
"2004","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Svalöv",2008,"15.054271"
"2005","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Svalöv",2009,"15.191546"
"2006","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Svalöv",2010,"13.996555"
"2007","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Svalöv",2011,"11.82616"
"2008","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Svedala",2008,"8.500189"
"2009","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Svedala",2009,"12.158895"
"2010","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Svedala",2010,"12.057667"
"2011","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Svedala",2011,"12.01771"
"2012","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Svenljunga",2008,"7.279693"
"2013","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Svenljunga",2009,"11.299954"
"2014","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Svenljunga",2010,"12.05036"
"2015","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Svenljunga",2011,"10.183566"
"2016","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Säffle",2008,"9.201624"
"2017","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Säffle",2009,"12.258233"
"2018","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Säffle",2010,"11.910861"
"2019","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Säffle",2011,"12.358419"
"2020","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Säter",2008,"10.905642"
"2021","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Säter",2009,"13.839891"
"2022","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Säter",2010,"13.397973"
"2023","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Säter",2011,"12.414966"
"2024","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sävsjö",2008,"8.215548"
"2025","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sävsjö",2009,"11.919105"
"2026","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sävsjö",2010,"13.410454"
"2027","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sävsjö",2011,"11.162016"
"2028","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Söderhamn",2008,"8.153846"
"2029","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Söderhamn",2009,"12.477276"
"2030","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Söderhamn",2010,"11.703155"
"2031","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Söderhamn",2011,"12.387848"
"2032","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Söderköping",2008,"6.035826"
"2033","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Söderköping",2009,"4.907539"
"2034","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Söderköping",2010,"4.324324"
"2035","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Söderköping",2011,"4.337825"
"2036","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Södertälje",2008,"8.984122"
"2037","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Södertälje",2009,"12.291571"
"2038","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Södertälje",2010,"12.319488"
"2039","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Södertälje",2011,"11.014977"
"2040","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sölvesborg",2008,"11.448918"
