Kommun;Nyckeltal;År;Visat_Värde
Köping;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2001;1505.999799
Köping;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2002;1523.000202
Köping;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2003;1473.000102
Köping;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2004;1702.999848
Köping;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2005;1661.999797
Köping;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2006;1861.527517
Köping;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2007;1861.615338
Köping;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2008;2023.336391
Köping;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2009;2284.941573
Köping;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2010;2449.079062
Köping;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2011;2530.756076
Köping;Nettokostnad äldreomsorg, kr/inv;2000;9710.358882
Köping;Nettokostnad äldreomsorg, kr/inv;2001;9886
Köping;Nettokostnad äldreomsorg, kr/inv;2002;8260
Köping;Nettokostnad äldreomsorg, kr/inv;2003;8978
Köping;Nettokostnad äldreomsorg, kr/inv;2004;9264.35
Köping;Nettokostnad äldreomsorg, kr/inv;2005;9253.27
Köping;Nettokostnad äldreomsorg, kr/inv;2006;9116.14
Köping;Nettokostnad äldreomsorg, kr/inv;2007;9881.278909
Köping;Nettokostnad äldreomsorg, kr/inv;2008;10632.37672
Köping;Nettokostnad äldreomsorg, kr/inv;2009;10603.57387
Köping;Nettokostnad äldreomsorg, kr/inv;2010;10393.13391
Köping;Nettokostnad äldreomsorg, kr/inv;2011;11165.47749
Köping;U. Invånare 18-64 år med låg inkomst, andel (%);2009;20.82571912
Köping;U. Invånare 18-64 år med låg inkomst, andel (%);2010;21.5
Köping;U. Kostnad försörjningsstöd, kr/utredning;2010;379
Laholm;Arbetslöshet, (%);2000;7.408826
Laholm;Arbetslöshet, (%);2001;6.173687
Laholm;Arbetslöshet, (%);2002;6.049092
Laholm;Arbetslöshet, (%);2003;4.994307
Laholm;Arbetslöshet, (%);2004;4.753693
Laholm;Arbetslöshet, (%);2005;5.458613
Laholm;Arbetslöshet, (%);2006;5.635474
Laholm;Arbetslöshet, (%);2007;3.877791
Laholm;Arbetslöshet, (%);2008;3.390078
Laholm;Arbetslöshet, (%);2009;6.047563
Laholm;Arbetslöshet, (%);2010;7.595306
Laholm;Arbetslöshet, (%);2011;6.506324
Laholm;Arbetslöshet, (%);2012;6.568433
Laholm;Invånare 0-64 år, andel (%);2000;80.441377
Laholm;Invånare 0-64 år, andel (%);2001;80.557387
Laholm;Invånare 0-64 år, andel (%);2002;80.527473
Laholm;Invånare 0-64 år, andel (%);2003;80.675611
Laholm;Invånare 0-64 år, andel (%);2004;80.466129
Laholm;Invånare 0-64 år, andel (%);2005;80.249164
Laholm;Invånare 0-64 år, andel (%);2006;80.231503
Laholm;Invånare 0-64 år, andel (%);2007;79.899953
Laholm;Invånare 0-64 år, andel (%);2008;79.379138
Laholm;Invånare 0-64 år, andel (%);2009;78.779182
Laholm;Invånare 0-64 år, andel (%);2010;78.165883
Laholm;Invånare 0-64 år, andel (%);2011;77.396677
Laholm;Kostnad ekonomiskt bistånd, kr/inv;2000;865.549303
Laholm;Kostnad ekonomiskt bistånd, kr/inv;2001;853.908304
Laholm;Kostnad ekonomiskt bistånd, kr/inv;2002;858.422857
Laholm;Kostnad ekonomiskt bistånd, kr/inv;2003;769.645151
Laholm;Kostnad ekonomiskt bistånd, kr/inv;2004;815.12176
Laholm;Kostnad ekonomiskt bistånd, kr/inv;2005;798.478969
Laholm;Kostnad ekonomiskt bistånd, kr/inv;2006;702.068846
Laholm;Kostnad ekonomiskt bistånd, kr/inv;2007;758.161197
Laholm;Kostnad ekonomiskt bistånd, kr/inv;2008;758.233726
Laholm;Kostnad ekonomiskt bistånd, kr/inv;2009;903.10559
Laholm;Kostnad ekonomiskt bistånd, kr/inv;2010;864.985036
Laholm;Kostnad ekonomiskt bistånd, kr/inv;2011;1036.770345
Laholm;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2000;1076.000109
Laholm;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2001;1060
Laholm;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2002;1066
Laholm;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2003;953.999783
Laholm;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2004;1012.999838
Laholm;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2005;994.99973
Laholm;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2006;875.053833
Laholm;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2007;948.888169
Laholm;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2008;955.205287
Laholm;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2009;1146.375945
Laholm;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2010;1106.601761
Laholm;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2011;1339.554088
Laholm;Nettokostnad äldreomsorg, kr/inv;2003;7392
Laholm;Nettokostnad äldreomsorg, kr/inv;2004;7233.34
Laholm;Nettokostnad äldreomsorg, kr/inv;2005;7158.87
Laholm;Nettokostnad äldreomsorg, kr/inv;2006;7547.23
Laholm;Nettokostnad äldreomsorg, kr/inv;2007;8165.164518
Laholm;Nettokostnad äldreomsorg, kr/inv;2008;8336.400378
Laholm;Nettokostnad äldreomsorg, kr/inv;2009;8633.626044
Laholm;Nettokostnad äldreomsorg, kr/inv;2010;8338.477982
Laholm;Nettokostnad äldreomsorg, kr/inv;2011;8514.657009
Laholm;U. Invånare 18-64 år med låg inkomst, andel (%);2009;20.88344632
Laholm;U. Invånare 18-64 år med låg inkomst, andel (%);2010;20.3
Laholm;U. Kostnad försörjningsstöd, kr/utredning;2009;7432
Laholm;U. Kostnad försörjningsstöd, kr/utredning;2010;7733
Landskrona;Arbetslöshet, (%);2000;8.462991
Landskrona;Arbetslöshet, (%);2001;7.100644
Landskrona;Arbetslöshet, (%);2002;6.861588
Landskrona;Arbetslöshet, (%);2003;7.537994
Landskrona;Arbetslöshet, (%);2004;7.232135
Landskrona;Arbetslöshet, (%);2005;7.574728
Landskrona;Arbetslöshet, (%);2006;6.981235
Landskrona;Arbetslöshet, (%);2007;5.519307
Landskrona;Arbetslöshet, (%);2008;5.145387
Landskrona;Arbetslöshet, (%);2009;8.316601
Landskrona;Arbetslöshet, (%);2010;11.279757
Landskrona;Arbetslöshet, (%);2011;11.617781
Landskrona;Arbetslöshet, (%);2012;11.336544
Landskrona;Invånare 0-64 år, andel (%);2000;80.640373
Landskrona;Invånare 0-64 år, andel (%);2001;80.802674
Landskrona;Invånare 0-64 år, andel (%);2002;80.870695
Landskrona;Invånare 0-64 år, andel (%);2003;80.919861
Landskrona;Invånare 0-64 år, andel (%);2004;81.121443
Landskrona;Invånare 0-64 år, andel (%);2005;81.258578
Landskrona;Invånare 0-64 år, andel (%);2006;81.390874
Landskrona;Invånare 0-64 år, andel (%);2007;81.330562
Landskrona;Invånare 0-64 år, andel (%);2008;81.150269
Landskrona;Invånare 0-64 år, andel (%);2009;80.958618
Landskrona;Invånare 0-64 år, andel (%);2010;80.83597
Landskrona;Invånare 0-64 år, andel (%);2011;80.535211
Landskrona;Kostnad ekonomiskt bistånd, kr/inv;2000;3385.284139
Landskrona;Kostnad ekonomiskt bistånd, kr/inv;2001;2612.350837
Landskrona;Kostnad ekonomiskt bistånd, kr/inv;2002;2561.983626
Landskrona;Kostnad ekonomiskt bistånd, kr/inv;2003;2268.992964
Landskrona;Kostnad ekonomiskt bistånd, kr/inv;2004;2234.084633
Landskrona;Kostnad ekonomiskt bistånd, kr/inv;2005;2224.85996
Landskrona;Kostnad ekonomiskt bistånd, kr/inv;2006;1791.618772
Landskrona;Kostnad ekonomiskt bistånd, kr/inv;2007;1716.742126
Landskrona;Kostnad ekonomiskt bistånd, kr/inv;2008;1743.661282
Landskrona;Kostnad ekonomiskt bistånd, kr/inv;2009;1978.77553
Landskrona;Kostnad ekonomiskt bistånd, kr/inv;2010;2086.616815
Landskrona;Kostnad ekonomiskt bistånd, kr/inv;2011;2033.30252
Landskrona;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2000;4198.001578
Landskrona;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2001;3233.000485
Landskrona;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2002;3168
Landskrona;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2003;2804.000064
Landskrona;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2004;2754.000126
Landskrona;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2005;2738.000125
Landskrona;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2006;2201.252648
Landskrona;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2007;2110.82043
Landskrona;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2008;2148.682068
Landskrona;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2009;2444.181448
Landskrona;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2010;2581.297438
Landskrona;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2011;2524.737322
Landskrona;Nettokostnad äldreomsorg, kr/inv;2000;8525.205259
Landskrona;Nettokostnad äldreomsorg, kr/inv;2001;9018
Landskrona;Nettokostnad äldreomsorg, kr/inv;2002;8593
Landskrona;Nettokostnad äldreomsorg, kr/inv;2003;8932
Landskrona;Nettokostnad äldreomsorg, kr/inv;2004;8549.67
Landskrona;Nettokostnad äldreomsorg, kr/inv;2005;8387.61
Landskrona;Nettokostnad äldreomsorg, kr/inv;2006;8464.69
Landskrona;Nettokostnad äldreomsorg, kr/inv;2007;8801.430021
Landskrona;Nettokostnad äldreomsorg, kr/inv;2008;9146.59814
Landskrona;Nettokostnad äldreomsorg, kr/inv;2009;8636.976665
Landskrona;Nettokostnad äldreomsorg, kr/inv;2010;8748.346276
Landskrona;Nettokostnad äldreomsorg, kr/inv;2011;8832.776316
Landskrona;U. Invånare 18-64 år med låg inkomst, andel (%);2009;28.43904777
Landskrona;U. Invånare 18-64 år med låg inkomst, andel (%);2010;28.4
Laxå;Arbetslöshet, (%);2000;7.252007
Laxå;Arbetslöshet, (%);2001;6.511506
Laxå;Arbetslöshet, (%);2002;6.230117
Laxå;Arbetslöshet, (%);2003;6.726336
Laxå;Arbetslöshet, (%);2004;7.938258
Laxå;Arbetslöshet, (%);2005;9.229914
Laxå;Arbetslöshet, (%);2006;8.553566
Laxå;Arbetslöshet, (%);2007;6.166763
Laxå;Arbetslöshet, (%);2008;3.991782
Laxå;Arbetslöshet, (%);2009;7.311321
Laxå;Arbetslöshet, (%);2010;8.126137
Laxå;Arbetslöshet, (%);2011;5.12979
Laxå;Arbetslöshet, (%);2012;6.578947
Laxå;Invånare 0-64 år, andel (%);2000;78.743096
Laxå;Invånare 0-64 år, andel (%);2001;78.303178
Laxå;Invånare 0-64 år, andel (%);2002;77.947767
Laxå;Invånare 0-64 år, andel (%);2003;77.458373
Laxå;Invånare 0-64 år, andel (%);2004;77.277804
Laxå;Invånare 0-64 år, andel (%);2005;76.874185
Laxå;Invånare 0-64 år, andel (%);2006;76.298379
Laxå;Invånare 0-64 år, andel (%);2007;76.224249
Laxå;Invånare 0-64 år, andel (%);2008;75.979557
Laxå;Invånare 0-64 år, andel (%);2009;74.680263
Laxå;Invånare 0-64 år, andel (%);2010;73.812874
Laxå;Invånare 0-64 år, andel (%);2011;73.283529
Laxå;Kostnad ekonomiskt bistånd, kr/inv;2000;944.129721
Laxå;Kostnad ekonomiskt bistånd, kr/inv;2001;573.962293
Laxå;Kostnad ekonomiskt bistånd, kr/inv;2002;194.08994
Laxå;Kostnad ekonomiskt bistånd, kr/inv;2003;347.788093
Laxå;Kostnad ekonomiskt bistånd, kr/inv;2004;301.383437
Laxå;Kostnad ekonomiskt bistånd, kr/inv;2005;178.34811
Laxå;Kostnad ekonomiskt bistånd, kr/inv;2006;148.362554
Laxå;Kostnad ekonomiskt bistånd, kr/inv;2007;100.135089
Laxå;Kostnad ekonomiskt bistånd, kr/inv;2008;91.65247
Laxå;Kostnad ekonomiskt bistånd, kr/inv;2009;94.020048
Laxå;Kostnad ekonomiskt bistånd, kr/inv;2010;109.215617
Laxå;Kostnad ekonomiskt bistånd, kr/inv;2011;291.533262
Laxå;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2000;1199
Laxå;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2001;733
Laxå;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2002;249
Laxå;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2003;449
Laxå;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2004;390
Laxå;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2005;232
Laxå;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2006;194.450466
Laxå;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2007;131.369074
Laxå;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2008;120.627803
Laxå;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2009;125.896783
Laxå;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2010;147.962831
Laxå;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2011;397.815534
Laxå;Nettokostnad äldreomsorg, kr/inv;2002;9418
Laxå;Nettokostnad äldreomsorg, kr/inv;2003;11553
Laxå;Nettokostnad äldreomsorg, kr/inv;2004;11347.2
Laxå;Nettokostnad äldreomsorg, kr/inv;2005;10507.66
Laxå;Nettokostnad äldreomsorg, kr/inv;2006;11312.27
Laxå;Nettokostnad äldreomsorg, kr/inv;2007;11860.68896
Laxå;Nettokostnad äldreomsorg, kr/inv;2008;12598.12606
Laxå;Nettokostnad äldreomsorg, kr/inv;2009;12642.41272
Laxå;Nettokostnad äldreomsorg, kr/inv;2010;13565.24798
Laxå;Nettokostnad äldreomsorg, kr/inv;2011;15051.76094
Laxå;U. Invånare 18-64 år med låg inkomst, andel (%);2009;18.58702244
Laxå;U. Invånare 18-64 år med låg inkomst, andel (%);2010;17.4
Laxå;U. Kostnad försörjningsstöd, kr/utredning;2009;2635
Lekeberg;Arbetslöshet, (%);2000;7.144593
Lekeberg;Arbetslöshet, (%);2001;6.529625
Lekeberg;Arbetslöshet, (%);2002;5.786705
Lekeberg;Arbetslöshet, (%);2003;5.39967
Lekeberg;Arbetslöshet, (%);2004;5.893491
Lekeberg;Arbetslöshet, (%);2005;7.58897
Lekeberg;Arbetslöshet, (%);2006;6.975106
Lekeberg;Arbetslöshet, (%);2007;5.063291
Lekeberg;Arbetslöshet, (%);2008;3.826291
Lekeberg;Arbetslöshet, (%);2009;5.158265
Lekeberg;Arbetslöshet, (%);2010;7.004259
Lekeberg;Arbetslöshet, (%);2011;5.376344
Lekeberg;Arbetslöshet, (%);2012;4.862932
Lekeberg;Invånare 0-64 år, andel (%);2000;82.890982
Lekeberg;Invånare 0-64 år, andel (%);2001;83.037111
Lekeberg;Invånare 0-64 år, andel (%);2002;83.193397
Lekeberg;Invånare 0-64 år, andel (%);2003;82.96875
Lekeberg;Invånare 0-64 år, andel (%);2004;83.104376
Lekeberg;Invånare 0-64 år, andel (%);2005;82.79904
Lekeberg;Invånare 0-64 år, andel (%);2006;82.285795
Lekeberg;Invånare 0-64 år, andel (%);2007;82.020572
Lekeberg;Invånare 0-64 år, andel (%);2008;81.74659
Lekeberg;Invånare 0-64 år, andel (%);2009;81.019233
Lekeberg;Invånare 0-64 år, andel (%);2010;80.347631
Lekeberg;Invånare 0-64 år, andel (%);2011;79.856016
Lekeberg;Kostnad ekonomiskt bistånd, kr/inv;2000;542.107021
Lekeberg;Kostnad ekonomiskt bistånd, kr/inv;2001;522.303427
Lekeberg;Kostnad ekonomiskt bistånd, kr/inv;2002;501.656183
Lekeberg;Kostnad ekonomiskt bistånd, kr/inv;2003;545.104688
Lekeberg;Kostnad ekonomiskt bistånd, kr/inv;2004;592.534202
Lekeberg;Kostnad ekonomiskt bistånd, kr/inv;2005;605.26098
Lekeberg;Kostnad ekonomiskt bistånd, kr/inv;2006;452.64938
Lekeberg;Kostnad ekonomiskt bistånd, kr/inv;2007;408.341553
Lekeberg;Kostnad ekonomiskt bistånd, kr/inv;2008;466.601041
Lekeberg;Kostnad ekonomiskt bistånd, kr/inv;2009;610.83813
Lekeberg;Kostnad ekonomiskt bistånd, kr/inv;2010;462.293244
Lekeberg;Kostnad ekonomiskt bistånd, kr/inv;2011;484.701648
Lekeberg;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2000;654
Lekeberg;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2001;629
Lekeberg;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2002;603
Lekeberg;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2003;657
Lekeberg;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2004;713
Lekeberg;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2005;731
Lekeberg;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2006;550.094194
Lekeberg;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2007;497.852603
Lekeberg;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2008;570.789609
Lekeberg;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2009;753.942124
Lekeberg;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2010;575.366364
Lekeberg;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2011;606.969487
Lekeberg;Nettokostnad äldreomsorg, kr/inv;2000;9103.708619
Lekeberg;Nettokostnad äldreomsorg, kr/inv;2001;10349
Lekeberg;Nettokostnad äldreomsorg, kr/inv;2002;9210
Lekeberg;Nettokostnad äldreomsorg, kr/inv;2003;8724
Lekeberg;Nettokostnad äldreomsorg, kr/inv;2004;7967.49
Lekeberg;Nettokostnad äldreomsorg, kr/inv;2005;7939.27
Lekeberg;Nettokostnad äldreomsorg, kr/inv;2006;8853.16
Lekeberg;Nettokostnad äldreomsorg, kr/inv;2007;9157.954065
Lekeberg;Nettokostnad äldreomsorg, kr/inv;2008;9486.288848
Lekeberg;Nettokostnad äldreomsorg, kr/inv;2009;9285.55384
Lekeberg;Nettokostnad äldreomsorg, kr/inv;2010;9380.011214
Lekeberg;Nettokostnad äldreomsorg, kr/inv;2011;8671.189257
Lekeberg;U. Invånare 18-64 år med låg inkomst, andel (%);2009;19.3800284
Lekeberg;U. Invånare 18-64 år med låg inkomst, andel (%);2010;18.4
Leksand;Arbetslöshet, (%);2000;6.065555
Leksand;Arbetslöshet, (%);2001;4.483408
Leksand;Arbetslöshet, (%);2002;4.397014
Leksand;Arbetslöshet, (%);2003;4.322833
Leksand;Arbetslöshet, (%);2004;5.02433
Leksand;Arbetslöshet, (%);2005;5.965305
Leksand;Arbetslöshet, (%);2006;5.745708
Leksand;Arbetslöshet, (%);2007;4.353178
Leksand;Arbetslöshet, (%);2008;3.482082
Leksand;Arbetslöshet, (%);2009;5.43193
Leksand;Arbetslöshet, (%);2010;6.538637
Leksand;Arbetslöshet, (%);2011;5.978386
Leksand;Arbetslöshet, (%);2012;5.304085
Leksand;Invånare 0-64 år, andel (%);2000;78.038058
Leksand;Invånare 0-64 år, andel (%);2001;78.129694
Leksand;Invånare 0-64 år, andel (%);2002;78.635383
Leksand;Invånare 0-64 år, andel (%);2003;78.844283
Leksand;Invånare 0-64 år, andel (%);2004;78.940918
Leksand;Invånare 0-64 år, andel (%);2005;78.860104
Leksand;Invånare 0-64 år, andel (%);2006;78.724919
Leksand;Invånare 0-64 år, andel (%);2007;77.871952
Leksand;Invånare 0-64 år, andel (%);2008;76.968864
Leksand;Invånare 0-64 år, andel (%);2009;76.383716
Leksand;Invånare 0-64 år, andel (%);2010;75.714566
Leksand;Invånare 0-64 år, andel (%);2011;75.003281
Leksand;Kostnad ekonomiskt bistånd, kr/inv;2000;806.133202
Leksand;Kostnad ekonomiskt bistånd, kr/inv;2001;693.010514
Leksand;Kostnad ekonomiskt bistånd, kr/inv;2002;563.029344
Leksand;Kostnad ekonomiskt bistånd, kr/inv;2003;687.521889
Leksand;Kostnad ekonomiskt bistånd, kr/inv;2004;697.048504
Leksand;Kostnad ekonomiskt bistånd, kr/inv;2005;632.458031
Leksand;Kostnad ekonomiskt bistånd, kr/inv;2006;569.773463
Leksand;Kostnad ekonomiskt bistånd, kr/inv;2007;486.634503
Leksand;Kostnad ekonomiskt bistånd, kr/inv;2008;626.177394
Leksand;Kostnad ekonomiskt bistånd, kr/inv;2009;814.023394
Leksand;Kostnad ekonomiskt bistånd, kr/inv;2010;804.042122
Leksand;Kostnad ekonomiskt bistånd, kr/inv;2011;858.380365
Leksand;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2000;1033.000084
Leksand;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2001;887.000167
Leksand;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2002;716
Leksand;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2003;871.999671
Leksand;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2004;883.000245
Leksand;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2005;802
Leksand;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2006;723.752364
Leksand;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2007;624.916276
Leksand;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2008;813.546358
Leksand;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2009;1065.702798
Leksand;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2010;1061.938493
Leksand;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2011;1144.457083
Leksand;Nettokostnad äldreomsorg, kr/inv;2001;10092
Leksand;Nettokostnad äldreomsorg, kr/inv;2002;8751
Leksand;Nettokostnad äldreomsorg, kr/inv;2003;8459
Leksand;Nettokostnad äldreomsorg, kr/inv;2004;8935.73
Leksand;Nettokostnad äldreomsorg, kr/inv;2005;9074.87
Leksand;Nettokostnad äldreomsorg, kr/inv;2006;9355.15
Leksand;Nettokostnad äldreomsorg, kr/inv;2007;9496.28374
Leksand;Nettokostnad äldreomsorg, kr/inv;2008;10346.41549
Leksand;Nettokostnad äldreomsorg, kr/inv;2009;10664.57557
Leksand;Nettokostnad äldreomsorg, kr/inv;2010;10875.98927
Leksand;Nettokostnad äldreomsorg, kr/inv;2011;12069.56294
Leksand;U. Invånare 18-64 år med låg inkomst, andel (%);2009;18.30132602
Leksand;U. Invånare 18-64 år med låg inkomst, andel (%);2010;18
Lerum;Arbetslöshet, (%);2000;3.766833
Lerum;Arbetslöshet, (%);2001;3.406681
Lerum;Arbetslöshet, (%);2002;2.865776
Lerum;Arbetslöshet, (%);2003;3.385515
Lerum;Arbetslöshet, (%);2004;3.582467
Lerum;Arbetslöshet, (%);2005;3.73653
Lerum;Arbetslöshet, (%);2006;3.77271
Lerum;Arbetslöshet, (%);2007;2.498059
Lerum;Arbetslöshet, (%);2008;1.841571
Lerum;Arbetslöshet, (%);2009;3.102937
Lerum;Arbetslöshet, (%);2010;4.613315
Lerum;Arbetslöshet, (%);2011;3.391494
Lerum;Arbetslöshet, (%);2012;3.234417
Lerum;Invånare 0-64 år, andel (%);2000;87.442494
Lerum;Invånare 0-64 år, andel (%);2001;87.192118
Lerum;Invånare 0-64 år, andel (%);2002;86.858091
Lerum;Invånare 0-64 år, andel (%);2003;86.662023
Lerum;Invånare 0-64 år, andel (%);2004;86.329505
Lerum;Invånare 0-64 år, andel (%);2005;86.026954
Lerum;Invånare 0-64 år, andel (%);2006;85.824437
Lerum;Invånare 0-64 år, andel (%);2007;85.383575
Lerum;Invånare 0-64 år, andel (%);2008;84.778784
Lerum;Invånare 0-64 år, andel (%);2009;84.141406
Lerum;Invånare 0-64 år, andel (%);2010;83.597719
Lerum;Invånare 0-64 år, andel (%);2011;83.177787
Lerum;Kostnad ekonomiskt bistånd, kr/inv;2000;967.113932
Lerum;Kostnad ekonomiskt bistånd, kr/inv;2001;672.251288
Lerum;Kostnad ekonomiskt bistånd, kr/inv;2002;645.355476
Lerum;Kostnad ekonomiskt bistånd, kr/inv;2003;636.966007
Lerum;Kostnad ekonomiskt bistånd, kr/inv;2004;629.342149
Lerum;Kostnad ekonomiskt bistånd, kr/inv;2005;688.215636
Lerum;Kostnad ekonomiskt bistånd, kr/inv;2006;722.662569
Lerum;Kostnad ekonomiskt bistånd, kr/inv;2007;743.337488
Lerum;Kostnad ekonomiskt bistånd, kr/inv;2008;784.166995
Lerum;Kostnad ekonomiskt bistånd, kr/inv;2009;1005.822302
Lerum;Kostnad ekonomiskt bistånd, kr/inv;2010;955.054432
Lerum;Kostnad ekonomiskt bistånd, kr/inv;2011;846.318449
Lerum;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2000;1105.999935
Lerum;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2001;771.000065
Lerum;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2002;742.999838
Lerum;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2003;735.000161
Lerum;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2004;729.000064
Lerum;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2005;800
Lerum;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2006;842.024251
Lerum;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2007;870.586043
Lerum;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2008;924.95664
Lerum;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2009;1195.395166
Lerum;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2010;1142.440779
Lerum;Kostnad ekonomiskt bistånd, kr/inv 0-64 år;2011;1017.481325
Lerum;Nettokostnad äldreomsorg, kr/inv;2000;5624.130005
Lerum;Nettokostnad äldreomsorg, kr/inv;2001;6070
Lerum;Nettokostnad äldreomsorg, kr/inv;2002;5542
Lerum;Nettokostnad äldreomsorg, kr/inv;2003;5734
Lerum;Nettokostnad äldreomsorg, kr/inv;2004;5864.68
Lerum;Nettokostnad äldreomsorg, kr/inv;2005;5776.8
Lerum;Nettokostnad äldreomsorg, kr/inv;2006;5964.44
Lerum;Nettokostnad äldreomsorg, kr/inv;2007;6188.512636
Lerum;Nettokostnad äldreomsorg, kr/inv;2008;6827.228568
Lerum;Nettokostnad äldreomsorg, kr/inv;2009;7050.416438
Lerum;Nettokostnad äldreomsorg, kr/inv;2010;7434.085018
Lerum;Nettokostnad äldreomsorg, kr/inv;2011;8414.097143
Lerum;U. Invånare 18-64 år med låg inkomst, andel (%);2009;13.49473212
Lerum;U. Invånare 18-64 år med låg inkomst, andel (%);2010;13
Lerum;U. Kostnad försörjningsstöd, kr/utredning;2009;5483
Lerum;U. Kostnad försörjningsstöd, kr/utredning;2010;5481
Lessebo;Arbetslöshet, (%);2000;6.397658
Lessebo;Arbetslöshet, (%);2001;4.102994
Lessebo;Arbetslöshet, (%);2002;4.241538
Lessebo;Arbetslöshet, (%);2003;4.019566
Lessebo;Arbetslöshet, (%);2004;4.623908
Lessebo;Arbetslöshet, (%);2005;5.583973
Lessebo;Arbetslöshet, (%);2006;6.074866
Lessebo;Arbetslöshet, (%);2007;4.089457
Lessebo;Arbetslöshet, (%);2008;4.691517
Lessebo;Arbetslöshet, (%);2009;7.726884
Lessebo;Arbetslöshet, (%);2010;10.959488
Lessebo;Arbetslöshet, (%);2011;10.638752
